dataset,series,x_name,x_value,y_name,y_value,units,n,projection_order,field_order,residual_target_count,small_argument_threshold,small_argument_terms,panel_quad_order,self_panel_quad_order,angular_samples,source_doi,h_over_L,kL,P,beta_deg,notes
amplitude_polar,h/L=0.00,phi_deg,160.3125,differential_tscs_over_L_db,-19.18528527964575,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.400390625,differential_tscs_over_L_db,-19.18166440842995,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.48828125,differential_tscs_over_L_db,-19.17709277827893,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.576171875,differential_tscs_over_L_db,-19.17159943564877,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.6640625,differential_tscs_over_L_db,-19.16521389674151,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.751953125,differential_tscs_over_L_db,-19.15796606352088,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.83984375,differential_tscs_over_L_db,-19.14988614203244,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,160.927734375,differential_tscs_over_L_db,-19.14100456332134,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.015625,differential_tscs_over_L_db,-19.1313519072044,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.103515625,differential_tscs_over_L_db,-19.12095882911845,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.19140625,differential_tscs_over_L_db,-19.10985599023108,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.279296875,differential_tscs_over_L_db,-19.09807399096558,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.3671875,differential_tscs_over_L_db,-19.08564330805935,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.455078125,differential_tscs_over_L_db,-19.07259423524291,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.54296875,differential_tscs_over_L_db,-19.05895682759713,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.630859375,differential_tscs_over_L_db,-19.04476084961816,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.71875,differential_tscs_over_L_db,-19.03003572699361,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.806640625,differential_tscs_over_L_db,-19.01481050206999,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.89453125,differential_tscs_over_L_db,-18.99911379296924,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,161.982421875,differential_tscs_over_L_db,-18.98297375629334,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.0703125,differential_tscs_over_L_db,-18.96641805333857,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.158203125,differential_tscs_over_L_db,-18.94947381972563,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.24609375,differential_tscs_over_L_db,-18.93216763833934,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.333984375,differential_tscs_over_L_db,-18.91452551546044,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.421875,differential_tscs_over_L_db,-18.89657285996292,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.509765625,differential_tscs_over_L_db,-18.87833446544327,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.59765625,differential_tscs_over_L_db,-18.85983449514247,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.685546875,differential_tscs_over_L_db,-18.84109646951749,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.7734375,differential_tscs_over_L_db,-18.82214325631661,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.861328125,differential_tscs_over_L_db,-18.80299706301166,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,162.94921875,differential_tscs_over_L_db,-18.7836794314404,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.037109375,differential_tscs_over_L_db,-18.76421123451281,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.125,differential_tscs_over_L_db,-18.74461267483769,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.212890625,differential_tscs_over_L_db,-18.72490328512794,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.30078125,differential_tscs_over_L_db,-18.70510193024692,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.388671875,differential_tscs_over_L_db,-18.68522681076207,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.4765625,differential_tscs_over_L_db,-18.66529546787633,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.564453125,differential_tscs_over_L_db,-18.64532478961307,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.65234375,differential_tscs_over_L_db,-18.62533101813516,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.740234375,differential_tscs_over_L_db,-18.60532975808439,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.828125,differential_tscs_over_L_db,-18.58533598583296,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,163.916015625,differential_tscs_over_L_db,-18.56536405954443,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.00390625,differential_tscs_over_L_db,-18.54542772994719,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.091796875,differential_tscs_over_L_db,-18.52554015172934,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.1796875,differential_tscs_over_L_db,-18.50571389546939,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.267578125,differential_tscs_over_L_db,-18.48596096002248,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.35546875,differential_tscs_over_L_db,-18.46629278528825,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.443359375,differential_tscs_over_L_db,-18.44672026529014,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.53125,differential_tscs_over_L_db,-18.42725376150278,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.619140625,differential_tscs_over_L_db,-18.40790311636792,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.70703125,differential_tscs_over_L_db,-18.38867766694414,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.794921875,differential_tscs_over_L_db,-18.36958625864103,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.8828125,differential_tscs_over_L_db,-18.3506372589916,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,164.970703125,differential_tscs_over_L_db,-18.33183857142181,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.05859375,differential_tscs_over_L_db,-18.3131976489795,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.146484375,differential_tscs_over_L_db,-18.29472150798858,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.234375,differential_tscs_over_L_db,-18.27641674159826,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.322265625,differential_tscs_over_L_db,-18.25828953319986,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.41015625,differential_tscs_over_L_db,-18.24034566968703,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.498046875,differential_tscs_over_L_db,-18.22259055453783,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.5859375,differential_tscs_over_L_db,-18.20502922070032,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.673828125,differential_tscs_over_L_db,-18.18766634326461,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.76171875,differential_tscs_over_L_db,-18.17050625190813,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.849609375,differential_tscs_over_L_db,-18.15355294310128,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,165.9375,differential_tscs_over_L_db,-18.1368100920642,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.025390625,differential_tscs_over_L_db,-18.12028106446567,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.11328125,differential_tscs_over_L_db,-18.10396892785801,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.201171875,differential_tscs_over_L_db,-18.08787646284231,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.2890625,differential_tscs_over_L_db,-18.07200617396048,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.376953125,differential_tscs_over_L_db,-18.0563603003113,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.46484375,differential_tscs_over_L_db,-18.04094082588902,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.552734375,differential_tscs_over_L_db,-18.02574948964379,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.640625,differential_tscs_over_L_db,-18.01078779526457,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.728515625,differential_tscs_over_L_db,-17.99605702068546,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.81640625,differential_tscs_over_L_db,-17.9815582273174,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.904296875,differential_tscs_over_L_db,-17.96729226900763,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,166.9921875,differential_tscs_over_L_db,-17.95325980073023,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.080078125,differential_tscs_over_L_db,-17.93946128701106,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.16796875,differential_tscs_over_L_db,-17.9258970100911,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.255859375,differential_tscs_over_L_db,-17.91256707783271,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.34375,differential_tscs_over_L_db,-17.89947143137334,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.431640625,differential_tscs_over_L_db,-17.8866098525314,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.51953125,differential_tscs_over_L_db,-17.87398197097016,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.607421875,differential_tscs_over_L_db,-17.86158727112405,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.6953125,differential_tscs_over_L_db,-17.84942509889357,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.783203125,differential_tscs_over_L_db,-17.83749466811411,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.87109375,differential_tscs_over_L_db,-17.82579506680423,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,167.958984375,differential_tscs_over_L_db,-17.81432526319954,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.046875,differential_tscs_over_L_db,-17.80308411157734,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.134765625,differential_tscs_over_L_db,-17.79207035787834,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.22265625,differential_tscs_over_L_db,-17.78128264513085,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.310546875,differential_tscs_over_L_db,-17.77071951868322,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.3984375,differential_tscs_over_L_db,-17.7603794312503,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.486328125,differential_tscs_over_L_db,-17.75026074777951,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.57421875,differential_tscs_over_L_db,-17.74036175014188,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.662109375,differential_tscs_over_L_db,-17.73068064165387,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.75,differential_tscs_over_L_db,-17.72121555143495,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.837890625,differential_tscs_over_L_db,-17.71196453860659,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,168.92578125,differential_tscs_over_L_db,-17.70292559633742,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.013671875,differential_tscs_over_L_db,-17.69409665574016,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.1015625,differential_tscs_over_L_db,-17.68547558962478,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.189453125,differential_tscs_over_L_db,-17.67706021611296,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.27734375,differential_tscs_over_L_db,-17.66884830211857,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.365234375,differential_tscs_over_L_db,-17.6608375666988,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.453125,differential_tscs_over_L_db,-17.65302568428029,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.541015625,differential_tscs_over_L_db,-17.6454102877647,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.62890625,differential_tscs_over_L_db,-17.63798897151799,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.716796875,differential_tscs_over_L_db,-17.63075929424748,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.8046875,differential_tscs_over_L_db,-17.62371878177071,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.892578125,differential_tscs_over_L_db,-17.6168649296798,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,169.98046875,differential_tscs_over_L_db,-17.61019520590551,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.068359375,differential_tscs_over_L_db,-17.60370705318397,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.15625,differential_tscs_over_L_db,-17.59739789143027,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.244140625,differential_tscs_over_L_db,-17.59126512002177,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.33203125,differential_tscs_over_L_db,-17.5853061199948,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.419921875,differential_tscs_over_L_db,-17.57951825615773,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.5078125,differential_tscs_over_L_db,-17.57389887912344,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.595703125,differential_tscs_over_L_db,-17.56844532726445,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.68359375,differential_tscs_over_L_db,-17.56315492859307,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.771484375,differential_tscs_over_L_db,-17.55802500256996,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.859375,differential_tscs_over_L_db,-17.55305286184312,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,170.947265625,differential_tscs_over_L_db,-17.54823581392045,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.03515625,differential_tscs_over_L_db,-17.54357116277786,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.123046875,differential_tscs_over_L_db,-17.53905621040575,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.2109375,differential_tscs_over_L_db,-17.53468825829584,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.298828125,differential_tscs_over_L_db,-17.53046460887068,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.38671875,differential_tscs_over_L_db,-17.52638256685811,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.474609375,differential_tscs_over_L_db,-17.52243944061243,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.5625,differential_tscs_over_L_db,-17.51863254338445,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.650390625,differential_tscs_over_L_db,-17.51495919454246,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.00,phi_deg,171.73828125,differential_tscs_over_L_db,-17.51141672074551,dB,512,,,,,,,,4096,,0.00,20.0,5,90.0,absolute; not peak-normalized
